"recipe_title","url","record_health","vote_count","rating","description","cuisine","course","diet","prep_time","cook_time","ingredients","instructions","author","tags","category"
"Chicken Yakitori Recipe - Japanese Chicken Skewers","https://www.archanaskitchen.com/chicken-yakitori-recipe-japanese-chicken-skewers","good","630","4.8857142857143","Chicken Yakitori Recipe is a Japanese chicken appetizer, with sweet and spicy notes. Succulent cubes of chicken are marinated in a delicious tangy sauce made with soy sauce, vinegar, some red wine and brown sugar for those sweet notes. Grilled on a pan and served with a sauce made with the remaining marinade. A winner recipe. this chicken yakitori can be made for your next dinner party or as part of meal for your family during the weekends. Serve Chicken Yakitori Recipe as an appetizer along with followed by a main course of .","Japanese","Appetizer","Non Vegeterian","30 M","20 M","Chicken breasts|Garlic|Ginger|Black pepper powder|Red wine|Brown Sugar (Demerara Sugar)|Vinegar|Sunflower Oil|Garlic|Corn flour|Water","To begin making the Chicken Yakitori Recipe, wash and clean the chicken cubes. Soak the wooden skewers, in a bowl of water for 15-20 minutes. Into a mixing bowl, add the chicken, add the garlic, ginger, soy sauce, black pepper powder, red wine, brown sugar and vinegar. Mix well and set aside for a minimum of 30 minutes to marinate the chicken. After 30 minutes, start putting the chicken on the skewers. Do not discard the marinade, set aside for later use. Preheat a grill pan on medium flame. Brush with some oil, once the pan is nice and hot, place the Chicken Yakitori on it, and cook by turning their sides, ensuring the chicken is well cooked. This will take about 10-12 minutes. Once the Chicken Yakitori is cooked, remove from the grill pan and allow it to rest. Mix the cornflour with water in a bowl to make a corn flour slurry. Heat a shallow frying pan with oil on medium flame, add the garlic and saute till it turns into a light brown colour. To the fried garlic, add the remaining marinade, and the chilli sauce and bring to a boil. Once this sauce has come to a boil, add the cornflour slurry and wait for the sauce to thicken. Once the sauce is thick, turn off the flame. Check the salt and seasonings and adjust according to taste. Transfer the sauce to a small bowl. To serve, transfer the Chicken Yakitori to a serving platter, pour the sauce over it or in a bowl beside it and serve hot. Serve Chicken Yakitori Recipe as an appetizer along with followed by a main course of .","Archana's Kitchen","Party Starter & Appetizer Recipes|High Protein Diet|Weekend Dinner Ideas|Asian Cuisine Recipes|Japanese Cuisine Recipes","Thai Recipes,Malaysian & East Asian Recipes"
"Kadalai Puli Kuzhambu With Mangalore Cucumber & Drumstick Recipe","https://www.archanaskitchen.com/kadalai-puli-kuzhambu-with-mangalore-cucumber-drumstick","good","444","4.8761261261261","The is delicious tangy curry that is packed with a perfect blend of spices and simmered in a coconut gravy. When combined along with Mangalore cucumber and drumstick it adds a variety to the curry making it rich and delicious. Drumstick pods helps to build strong bones, it is very good for pregnant women also. Drumstick pods which are known as moringa in local language is rich in calcium, Iron and vitamins. They are also have properties such purifying the blood, improves digestion and protects against infection. Serve the along with a hot bowl of , and a bowl of yogurt for lunch or dinner. If you are looking for south indian kuzhambu recipes, then you must try :","South Indian Recipes","Lunch","High Protein Vegetarian","120 M","45 M","Kala Chana (Brown Chickpeas)|Mangalorean cucumber|Drumstick|Turmeric powder (Haldi)|Pearl onions (Sambar Onions)|Salt|Mustard seeds|Curry leaves|Sesame (Gingelly) Oil|Fresh coconut|Coriander (Dhania) Seeds|Methi Seeds (Fenugreek Seeds)|White Urad Dal (Split)|Dry Red Chillies","To begin making the Kadalai Puli Kuzhambu Recipe first prep all the ingredients and keep them ready. Ensure the kadalai (kala chana) is soaked well, as we will be cooking the kuzhambu in the pressure cooker. We will begin by roasting the ingredients for the masala. In a small skillet, roast the coriander seeds, methi seeds, red chillies until lightly browned. Once roasted, blend it along with the coconut into a smooth paste by adding a little water. Into a pressure cooker, heat a tablespoon of sesame oil. Add the mustard seeds, curry leaves and allow it to crackle. Stir in the onions and saute until the onions become tender. Once the onions become tender, add the tomato puree, the soaked kadala (kala chana), the mangalore cucumber, drumstick, ground coconut masala, turmeric powder, salt and tamarind water. Cover the pressure cooker, place the weight on and pressure cook the puli kuzhambu for 8 to 10 whistles or until the kadalai is cooked through completely. It takes about 20 minutes of pressure cooking. Once done, turn off the heat and allow the pressure to release naturally. Open the cooker, check the seasonings and adjust according to taste. Transfer to a bowl and serve warm. Serve the Kadalai Puli Kuzhambu along with a hot bowl of , and a bowl of yogurt for lunch or dinner.","Archana Doshi","South Indian Recipes|Kabuli Chana Recipes (Chickpea)|High Protein Diet|Mango Recipes|Drumstick Recipes|Kala Chana Recipes (Black Chickpeas)","Kuzhambu Recipes"
"Tamil Nadu Style Poo Kosu Poriyal - Pepper Garlic Cauliflower Poriyal Recipe","https://www.archanaskitchen.com/pepper-cauliflower-recipe","good","1807","4.9142224681793","is a delicious and nutritious side dish made from cauliflower tossed along with garlic and onions and spiked up with chilli and pepper. - Cauliflower is rich in vitamin C and is loaded with antioxidants and has cancer fighting capabilities. It is also high in fibre content and helps on weight loss. You should add this wonder vegetable in your daily diet and reap its health benefits. Serve along with , Rice and for a perfect weekday meal. If you like this recipe, you can also try other Cauliflower recipes such as","South Indian Recipes","Lunch","Vegetarian","10 M","20 M","Cauliflower (gobi)|Onion|Garlic|Black pepper powder|Red Chilli powder|Coriander (Dhania) Leaves|Salt|Mustard seeds|Curry leaves|Black Urad Dal (Split)|Dry Red Chilli|Sunflower Oil|Sunflower Oil","To begin making the Poondu Poo Kosu/ Pepper Garlic Cauliflower recipe, prepare all the ingredients and keep ready. Steam the cauliflower either using a steamer for 5 to 6 minutes on high heat or in a pressure cooker without the weight on. The cauliflower should retain crispiness and should not be over cooked. Preheat oil in. a on medium heat; add the mustard seeds, urad dal and dry red chillies. Allow the seeds to crackle and dal to turn golden brown and crisp. Once the dal turns brown and crisp, stir in the curry leaves, onion and garlic and saute until the onion softens and turns lightly golden. Once done, stir in the steamed cauliflower florets, salt, black pepper powder and red chilli powder. Saute for 3 to 4 minutes until the cauliflower gets well coated. Once done, check the salt and adjust according to taste. Turn off the heat and transfer the Poondu Poo Kosu to a serving bowl and serve hot. Serve Poondu Poo Kosu along with , Rice and for a perfect weekday meal.","Raksha Kamat","Office Lunch Box Recipes|Cauliflower Recipes (Phool Gobi)|Pepper Recipes","Poriyal Recipes (South Indian Sabzi)"
"Oriya Style Ambila Recipe - Sweet & Spicy Mixed Vegetable Sabzi","https://www.archanaskitchen.com/ambila-recipe-oriya-style-sweet-and-sour-vegetable-gravy","good","3501","4.8926021136818","is a recipe from , which can also be termed as 'Oriya Mixed Veg Sabzi' that is packed with delicious medley of vegetables cooked in a sweet and sour yogurt and tomato based gravy and seasoned with panch phoran. is a traditional recipe prepared during Laxmi Puja as well. Note: This recipe is an adaptation of the classic recipe. The method of cooking and styles will differ from home to home. Here is my variation where I have cooked it in a very simple way in the pressure cooker and the taste is absolutely delicious. Serve along with and a dollop of for a perfect weekday lunch If you like this recipe of Sweet & Spicy Ambila Recipe, here are a few more Oriya Recipes","Oriya Recipes","Lunch","Vegetarian","20 M","20 M","Mustard oil|Garlic|Green Chillies|Tomatoes|Gram flour (besan)|Tamarind|Kaddu (Parangikai/ Pumpkin)|Mooli/ Mullangi (Radish)|Colocasia root (Arbi)|Brinjal (Baingan / Eggplant)|Carrot (Gajjar)|Bhindi (Lady Finger/Okra)|Drumstick|Turmeric powder (Haldi)|Red Chilli powder|Salt|Oil","To begin making Ambila Recipe, prepare all the ingredients and keep them ready. Soak the tamarind in hot water for 15 minutes and extract the tamarind water from the pulp. You will get approximately 1/2 cup of tamarind water. Keep aside. In a bowl, add curd/dahi, besan and 1/4 cup water and stir to combine well until there are no lumps. Keep aside. Heat mustard oil in a pressure cooker over medium heat. Add the garlic and green chillies along with the tomatoes. Saute the tomatoes until it becomes soft and mushy. Add the panch phoran masala, turmeric powder and red chilli powder. Saute for a few seconds. Add the tamarind water, stir in the salt and the cut vegetables. Cover the pressure cooker and pressure cook the Oriya Ambila for 2 to 3 whistles and turn off the heat. Once done allow the pressure to release naturally. Once the pressure releases, gently give the Oriya Ambila a stir. Stir in the yogurt mixture and give the Oriya Ambila a brisk boil for 3 to 4 minutes until the besan gets well combined to form a delicious Ambila - mixed vegetables gravy. Check the salt and adjust to suit your taste. Once done, turn off the heat and transfer the Oriya Ambila to a serving bowl and serve hot. Serve Oriya Style Ambila along with and a dollop of for a perfect weekday lunch.","Archana Doshi","Indian Lunch Recipes|Mooli Recipes (Radish/ Mullangi)|Dahi Recipes (Curd/Yogurt)|Indian Dinner Recipes|Brinjal Recipes (Eggplant / Baingan)|Pumpkin Recipes (Kaddu / Poosanikai)|Drumstick Recipes|Oriya Recipes|Besan Recipes","Sabzi Recipes"
"Kashmiri Style Nadru Yakhni Recipe-Lotus Stem in Yogurt Sauce","https://www.archanaskitchen.com/nandru-yakhni-recipe-kashmiri-style-lotus-stem-in-yogurt-sauce","good","3729","4.8975596674712","is the Kashmiri Style Lotus Stem in Yogurt Sauce. Lotus roots/stem is very popular in Kashmiri cuisine. They are also called as Nandru or kamal kakdi. Lotus stem is used as an alternative for meat in most vegetarian cuisines. Kashmiri is a paradise on earth, a land of exquisite beauty! Kashmiri cuisine is evolved over the years and is clearly influenced by food habits of various invaders and has many delicious recipes cooked in various cooking styles. Kashmiri cuisine uses cinnamon, black cardamom, green cardamom, cloves, saffron, saunf, and curd (yogurt) widely in their cuisine. Kashmiri red chilies are the other essential ingredient, this chili gives a nice vibrant color, but is not pungent at all. Serve with naan for lunch or dinner. If you like this recipe, look here for more Kashmiri recipes","Kashmiri","Lunch","Vegetarian","20 M","40 M","Lotus Stem|Gram flour (besan)|Dry ginger powder|Fennel seeds (Saunf)|Ajwain (Carom seeds)|Cinnamon Stick (Dalchini)|Black cardamom (Badi Elaichi)|Cardamom (Elaichi) Pods/Seeds|Cloves (Laung)|Bay leaf (tej patta)|Asafoetida (hing)|Salt","To prepare Kashmiri Style Nadru Yakhni Recipe-Lotus Stem in Yogurt Sauce, peel the skin on lotus stem and slice them thin. Rinse well in water. Cook lotus stem in a until tender. Do not overcook or mash it. In a bowl whisk together curd, water (about 3/4 cup) and besan well. Heat 3 tablespoon in a . Add cumin seeds fry for a minute. Pour in the whisked yogurt mix, simmer and bring to boil. Let it simmer for about 10 minutes. Now add the cooked lotus stem, sprinkle , saunf powder, and continue to cook on low flame for about 5 minutes. In another pan melt remaining ghee. Add cumin seeds and stir for 10-15 seconds. Next add cinnamon, cloves and cardamom, bay leaves and fry until aromatic. Sprinkle asafoetida on Kashmiri Style Lotus Stem in Yogurt Sauce and turn off flame. Pour this into the yogurt gravy, stir well. Turn off flame and serve immediately. You can garnish Nandru Yakhni Recipe with some dried mint before serving. Serve Nadru Yakhni Recipe with naan for lunch or dinner.","Jyothi Rajesh","Vegetarian Recipes|Side Dish Recipes|Indian Lunch Recipes|No Onion No Garlic Recipes|Dahi Recipes (Curd/Yogurt)|Kashmiri Recipes|Weekend Dinner Ideas|Lotus Stem Kamal Kakdi Recipes","Sabzi Recipes"
"Karnataka Style Orange Peels Curry Recipe","https://www.archanaskitchen.com/karnataka-style-orange-peels-curry-recipe","good","1600","4.941875","Did you know that we can make a yummy curry out of Orange Peels? It is tangy, sweetish, spicy, slightly bitter and bursting with flavors. It is an unique recipe. So next time you have some guests at home, make this recipe and impress your friends and family. It is filled with flavours and tastes delicious with almost everything. Next time you eat an orange, don't throw the peels, make a curry out of it. Serve Karnataka Style Orange Peels Curry along with and for your weekday meal. It even tastes great with . If you like this recipe, you can also try other Karnataka recipes such as","Karnataka","Lunch","Vegetarian","15 M","15 M","Orange|Tamarind|Jaggery|Rasam Powder|Red Chilli powder|Rice flour|Salt|Oil|Mustard seeds (Rai/ Kadugu)|Cumin seeds (Jeera)|Methi Seeds (Fenugreek Seeds)|White Urad Dal (Split)|Dry Red Chilli|Green Chilli|Asafoetida (hing)|Turmeric powder (Haldi)","To begin making the Karnataka Style Orange Peels Curry recipe, Peel out 2 oranges. Gently scrape the white region from the orange peel using a spoon. Remove as much as possible as this will reduce the bitterness . Chop the orange peels finely. Soak tamarind in water. After it's soaked well, squeeze out tamarind water and keep aside. Heat oil in a heavy bottomed pan and temper with mustard seeds, urad dal, cumin seeds & fenugreek seeds. When it splutters add curry leaves, red chilli powder, green chilli, hing and turmeric powder. Mix and add chopped orange peel. Fry for 4-5 minutes. Later add tamarind water, salt, jaggery, red chilli powder and rasam powder. Add some water and close the lid. Keep the flame on low medium and allow the peel to cook well. Mix in between. Meanwhile in a mixing bowl, mix rice flour in water such that no lumps are formed. When orange peels are cooked well, add the rice flour mix to the curry and allow it to boil for 1-2 minutes. Adding rice flour gives nice thickness to the gravy. If the desired consistency is attained, switch off. Serve Karnataka Style Orange Peels Curry along with and for your weekday meal. It even tastes great with .","Smitha Kalluraya","South Indian Recipes|Indian Lunch Recipes|Orange Recipes|Karnataka Recipes","Indian Curry Recipes"
"Banana Bread With Chocolate Chips And Walnut Recipe","https://www.archanaskitchen.com/banana-bread-with-chocolate-chips-and-walnut-recipe","good","497","4.9215291750503","Banana Bread With Chocolate Chips And Walnut Recipe is an easy and delicious recipe. It is moist and has good flavours in them. There is a good banana flavour which you will enjoy in each and every bite of the the bread. If you have too many ripe bananas lying at your home then this would be a great way to use them Serve this delicious Banana Bread With Chocolate Chips And Walnut Recipe as a snack or for breakfast with a cup of coffee or . Here are few more banana recipes which you can try at your home.","Continental","Snack","Eggetarian","25 M","45 M","All Purpose Flour (Maida)|Baking powder|Whole Eggs|Butter (Salted)|Oil|Brown Sugar (Demerara Sugar)|Sugar|Vanilla Extract|Ripe Bananas|Chocolate chips|Walnuts|Walnuts","To begin with the Banana Bread With Chocolate Chip And Walnut first, take a 9” by 5” inch loaf pan and grease it properly,dust it with flour and tap on the base to remove excess flour. Take flour ,baking soda and baking powder together in a strainer and strain it to make uniform mixture. In a blender add brown sugar, white sugar and grind them to a fine powder. In a bowl break 2 eggs and whick them. Now on the other hand grind the bananas into a nice puree Add the Banana's and sugar mixture into another bowl and mix them well. To this mixture add some vanilla essence and butter and give it a good mix until they combine together. Now Add this mixture to the flour and also add the whisked eggs, oil. With a hand blender mix the mixture. Now once you get a good mix add chocolate chips and give a light mix to the flour mix. Transfer the mixture to a , in a preheated oven at 180 degree celsius bake the bread for 45 - 50 minutes. Once cake is done ,you can do the skewer test ,if its come out clean then your bread is done. Serve the Banana bread with chocolate chips and walnut with a yummy scoop of ice cream for a tea time snack.","Pooja Thakur","Chocolate Recipes|Banana Recipes|Walnut Recipes","Homemade Bread Recipes"
"Pineapple Gojju Recipe (Karnataka Style Tangy And Spicy Pineapple Curry)","https://www.archanaskitchen.com/pineapple-gojju-recipe-karnataka-style-tangy-and-spicy-pineapple-curry","good","8098","4.8846628797234","Pineapple Gojju Recipe is a sweet and spicy, tangy curry made using pineapples, typical to Karnataka. It is a festive dish and served during weddings and other celebrations when a traditional meal is served on a banana lead. It is rich in flavour, thanks to the pineapple and freshly ground spices that are used. It is best served with hot , but can also be served with . Have you tried some other regional specialities like , and .","North Karnataka","Lunch","Vegetarian","15 M","30 M","Pineapple|Fresh coconut|White Urad Dal (Split)|Dry Red Chillies|Jaggery|Salt|Mustard seeds|Curry leaves|Sunflower Oil","To begin making the Pineapple Gojju Recipe first place a pan on the heat. On a medium heat dry roast urad dal and set aside. Then dry roast the coconut till it turn slightly brown and toasted. Make sure not to burn it. Remove it and set it aside. Roast the red chillies with just a drop of oil, in the same pan. When the above roasted ingredients have cooled, put them in a mixer jar and grind into a paste along with tamarind paste, using water as much as it is required. Then, place a deep pan on the heat and add some oil to it. When it is warm, add mustard seeds and let it crackle. Add curry leaves and when they crisp up add in the pineapple chunks. Saute them by tossing on a medium heat until they soften and the edges start browning. At this point add the ground paste followed by 2 cups of water and allow the curry to simmer. Add salt and jaggery, mix well and bring it to a boil. Simmer for 10 mins more on a low heat, till the gravy turns thick. Serve it hot with steaming hot and ghee or with . You can also store the gojju in an airtight container in the refrigerator for a few days.","Madhuri Aggarwal","Side Dish Recipes|South Indian Recipes|Festival Recipes|Coconut Recipes|Pineapple Recipes","Gojju Recipes"
"Bengali Cholar Dal Recipe","https://www.archanaskitchen.com/bengali-style-cholar-dal-recipe","good","6076","4.8780447662936","Bengali Style Cholar Dal is a delicious lentil dish cooked with Bengal gram or chana dal. This dish of dal is flavored with coconut, ghee and an assortment of whole spices. Bengali Style Cholar Dal tastes mildly spicy and packed with nutrition. Once the Bengal Gram is cooked in the pressure cooker it only takes a few minutes to prepare the whole dish. Chana dal is high in fiber and helps to lower cholesterol. It also has a very low glycemic index, which is important for those with diabetes. Chana dal is a helpful source of zinc, folate, calcium, protein and is low in fat content. Serve the Bengali Cholar Dal with and for a wholesome lunch or dinner. If you like this recipe, you can also try other Dal recipes such as","Bengali Recipes","Lunch","High Protein Vegetarian","10 M","30 M","Chana dal (Bengal Gram Dal)|Dry coconut (kopra)|Turmeric powder (Haldi)|Salt|Mustard oil|Cumin seeds (Jeera)|Green Chillies|Ginger|Dry Red Chillies|Cloves (Laung)|Cinnamon Stick (Dalchini)|Bay leaf (tej patta)","To begin making the Bengali Cholar dal, first prep all the ingredients and keep them ready. Soak the chana dal for about an hour in water. Add the soaked dal with 2-1/2 Cups of water , turmeric powder, salt to taste in a pressure cooker for 3 to 4 whistles. After 3 to 4 whistles, turn the heat to low and simmer for 5 minutes and turn off the heat. Allow the pressure to release naturally. In a teaspoon mustard oil over medium heat in a saucepan; add the dry coconut pieces and fry until they turn golden brown. Once done transfer the fried coconut pieces to a bow and keep aside. In the same pan heat a teaspoon of mustard oil; add cumin seeds, dry red chilies, cloves, bay leaf, cinnamon stick, green chilies and ginger. Saute for a few seconds until the seeds crackle and the green chilli gets a lightly roasted texture. Once done, stir in the cooked Bengali Cholar dal and the roasted coconut slices. Stir well to combine and check the salt and adjust to suit your taste. Give the Bengali Cholar dal a brisk boil for a couple of minutes and turn off the heat. Transfer the Bengali Cholar dal to a serving bowl and serve hot. Serve the Bengali Cholar Dal with and for a wholesome lunch or dinner.","Archana Doshi","Party Food Recipes|Festival Recipes|Chana Dal Recipes (Bengal Gram Dal)|Dussehra Festival Recipes","Dal Recipes"
"Puran Poli Recipe Gujarati & Maharastrian Sweet Spiced Stuffed Paratha With Jaggery","https://www.archanaskitchen.com/gujarati-puran-poli-sweet-lentil-stuffed-flat-breads","good","3714","4.8206785137318","Puran Poli is also called as Vedhmi in Gujarat; Puran Poli is one of the favorites with my family. Come every special occasion or a festival Puran Poli features in the menu along another family favorite . Though puran poli is sweet dish; many Gujarati families have them along with the vegetables as an alternative to other flat breads. Puran poli is also popularly made in other parts of the country. Similar in concept but with a regional twist it is known as in the south. You can make Puran poli along with a traditional Gujarati meal for the festival of holi or gujarati new year. It makes a perfect indian dessert for parties.","Gujarati Recipes﻿","Dessert","Vegetarian","20 M","60 M","Whole Wheat Flour|Salt|Oil|Arhar dal (Split Toor Dal)|Jaggery|Saffron strands|Cardamom Powder (Elaichi)|Nutmeg powder|Gram flour (besan)","To begin making the Gujarati Puran Poli Recipe, we will first make the dough. Add whole wheat flour into a large bowl; add salt and combine it with little water at a time and knead until the dough gathers together to form a firm dough yet soft dough. Add the 2 tablespoons of oil to coat the dough and knead for a couple of more minutes until smooth and firm. Cover and let the dough sit in a cool place until we get the puran filling ready. Divide the dough into 6 portions. Soak the dal for 15 to 20 minutes in water. Add the soaked dal with 1-1/4 cups of water (includes the soaked water) into the pressure cooker and pressure cook for 4 to 5 whistles and turn off the heat. Allow the pressure to release naturally. Once the pressure releases, give the dal a quick mash. The next step is the make the puran filling. Into a heavy bottomed pan, add the cooked dal, and jaggery. Keep stirring until the jaggery dissolves completely. Stir in the saffron, cardamom and nutmeg to the jaggery mixture until well combined to make the puran poli filling. Add the besan at this point and mix it into the dal mixture and ensure it blends well without any lumps. Continue stirring the puran poli mixture until the dal mixture begins to thicken and leaves the sides of the pan. At this point turn off the heat and allow the puran poli mixture to cool completely. Divide the dough and puran mixture into 6 portions. Keeping a little flour for dusting handy on a plate; roll out the puran poli dough into 3 inch diameter circles. Place a portion of the puran poli mixture into the center of the circle. Bring edges of the circle towards the center and fold over to cover the entire filling; making sure the edges are all sealed well by pinching them together if there is any opening. Flatten the stuffed dough; dust over a little flour and roll gently into a 4 to 6 inch diameter circle taking care not to put too much pressure as the puran can come out of the dough. Preheat a skillet on medium high; place the rolled puran poli onto the skillet to cook until golden brown on both sides. At this point you can cook it along with ghee to make the puran poli crisp and delicious. Or you can make a dry puran poli and serve it along with ghee. Repeat the above process for all the remaining dough and puran portions. Serve the Gujarati Puran Poli hot with ghee smeared on the top as it is or along with and to make a delicious meal.","Archana Doshi","High Protein Vegetarian Diet Recipes|Gujarati Recipes|Festival Recipes|Holi Recipes|Paratha Recipes|Ganesh Chaturthi Recipes|Indian Dessert Recipes For Parties","Sweet Recipes (Indian Mithai / Indian Dessert)"
"Chicken Manchurian Recipe Gravy Indo Chinese Recipe","https://www.archanaskitchen.com/healthy-chicken-manchurian-recipe","good","25507","4.9240208570196","Chicken Manchurian is a lip smacking Indo Chinese gravy recipe that is an absolute favourite amongst Indians. Manchurians in general are love by all of as this goes very well with any fried rice recipe or with Hakka noodles. Chicken Manchurian is definitely among every Chinese restaurants menu and a hot selling dish on the menu. This version of Chicken Manchurian Recipe is a healthier version of Chicken manchurian as the chicken has been pan fried and not deep fried. The Chicken is flavoured with soy sauce, tomato sauce, ginger, green chilli, vinegar giving an authentic taste of chicken manchurian even without having the taste enhancer like ajinomoto commonly used in chinese recipes. Sliced onions and bell peppers gives it a crunchy texture to the gravy making it a lip smacking side dish with any Indo Chinese rice or noodles Serve this delicious Chicken Manchurian Recipe along with or a . If you like this recipe of Chicken Manchurian, here are a few more Manchurian recipes","Indo Chinese","Appetizer","High Protein Non Vegetarian","15 M","50 M","Chicken|Whole Egg|Corn flour|Salt|Sunflower Oil|Corn flour|Chilli vinegar|Water|Garlic|Ginger|Onion|Green Bell Pepper (Capsicum)|Green Chillies|Spring Onion Greens","To begin making Chicken Manchurian Recipe, in a mixing bowl, break an egg, add cornflour, soy sauce, pinch of salt and mix the ingredients well. Add the chicken pieces and mix until all the pieces are coated with the marinade mixture. Marinate the chicken pieces for the manchurian in the egg mixture and set aside for 1 hour. Heat a skillet, heat 1 tablespoon of oil on a medium heat. Once the oil is hot, reduce the heat to medium and add marinated chicken pieces and fry them till they turn golden brown. Once the chicken is cooked, skim the the chicken to drain excess over and place them over a paper napkin. In a mixing bowl add corn flour, soy sauce, red chilli garlic sauce, tomato puree, chilli vinegar and water- mix well until they are all well combined. The sauce for the Chicken Manchurian gravy is ready. Now, heat a wok with 1 tablepoon of oil. Once the oil is hot, add garlic and ginger and saute till they become soft. Add in chopped spring onions and saute for few seconds. Add onions and green bell peppers and saute till onions turn translucent. Add green chillies and saute till they are a bit tender and they impart the pungency into the dish. Add in the mixed Chicken Manchurian Sauce mixture into the wok and cook until the manchurian gravy thickens. Now add the chicken pieces and toss the chicken pieces well till they are well coated by the manchurian gravy. Cook further for 5-7 minutes in low heat, stirring in between to help keep the upper layer moist. Check for salt and seasoning. Adjust if required. Turn off the heat, and garnish with chopped spring onions and serve hot. Serve Chicken Manchurian Recipe along with or a .","Archana's Kitchen","Party Starter & Appetizer Recipes|High Protein Diet|Manchurian Recipes|Fusion Recipes|Indo Chinese Recipes (Indian Chinese)","Indian Chinese Recipes"
"Creamy Cheese Mushroom Bruschetta Recipe","https://www.archanaskitchen.com/salted-crackers-topped-with-mushroom-sauce","good","856","4.9252336448598","The are bite size appetizers that can be made for parties. These creamy tasty mushrooms herbed with basil coat's the palate with a taste which will make you want more and more of these. The Mushroom Bruschetta Recipe makes a quick snack when you have unexpected guests as you can make these delicious mushroom bruschettas in no time at all. To make them more appealing to your kids you can some extra grated cheese on top of the bruschetta and serve. Serve e with and to make it a complete meal. If you like this recipe, take a look at more bruschetta recipes","Italian Recipes","Appetizer","Vegetarian","15 M","30 M","Baguette|Garlic|Button mushrooms|Extra Virgin Olive Oil|Salt|Black pepper powder|Basil leaves","To begin making the Creamy Cheese Mushroom Bruschetta Recipe, heat oil in a pan. Once the oil is hot add garlic and the mushrooms and saute until the mushrooms are wilted and cooked. Once all the water from the mushrooms has evaporated stir in the salt and black pepper to taste and add the basil leaves. Add in the bechamel sauce and stir well to combine. Turn off the heat and keep aside. Arrange the toasted baguette in a serving platter and top about a tablespoon of the mushroom sauce on each cracker. Garnish with some fresh basil leaves and serve. Serve Creamy Cheese Mushroom Bruschetta Recipe with and to make it a complete meal.","Archana Doshi","Party Food Recipes|Party Starter & Appetizer Recipes|Mushroom Recipes|Healthy Kids Snack Recipes|Quick & Easy Recipes|Cheese Recipes|After School Snack Recipes|Unexpected Guest Recipes","Continental Party Appetizer & Starter Recipes"
"Konkani Style Mooga Ghushi Recipe-Sprouted Whole Green Gram In Tangy Coconut Gravy","https://www.archanaskitchen.com/mooga-ghushi-recipe-sprouted-whole-green-gram-in-tangy-coconut-gravy","good","1902","4.9353312302839","‘ ’ is a sprouted green gram-coconut based tangy gravy, another traditional delicacy of the Konkani community of Mangalore in the southern part of India. ‘Moogu’ in Konkani is green gram and ‘Ghushi’ is a standard coconut masala of this Konkani cuisine; a blend of coconut, tamarind and roasted red chillies with a seasoning of mustard seeds and curry leaves or crushed garlic. Serve with hot steamed rice or with a by the side for a perfect weekday meal. If you like this recipe, you can also try other Coconut based gravies such as","Konkan","Lunch","Vegetarian","10 M","20 M","Green Moong Dal (Whole)|Fresh coconut|Dry Red Chilli|Coconut Oil|Mustard seeds|Curry leaves|Salt","To begin making the Mooga Ghushi recipe, firstly soak the green gram overnight and drain all the water. Cover with a wet towel and keep in a warm place to germinate. In about another day, they would have sprouted. Soak again in water for a couple of hours. Drain, wash and try to remove as much skin as possible. In a pressure cooker, place the sprouted beans with some water and cook for about one whistle till soft and still holds its shape. Meanwhile grind coconut, roasted red chillies and tamarind with a little water to a fine paste in a . Transfer this coconut paste to the cooked green gram, add salt to taste and mix gently. Bring to a boil. The next step is to season the gravy. Heat the oil in a and add the mustard seeds. Once it starts spluttering, add the curry leaves and pour this seasoning into the moong-coconut gravy and mix. Serve Mooga Ghushi with hot steamed rice or with a by the side for a perfect weekday meal.","Archana's Kitchen","High Protein Vegetarian Diet Recipes|South Indian Recipes|Sprout Recipes|Moong Dal Recipes|Konkani Recipes","Indian Curry Recipes"
